text,text_clean
yang ngurus negara ini sekaramg adalah pak pranowobrkalau beliau bilang gak usah takut ya gak usah takut artinya pak pranowo bisa mengatasi semua itu percaya saja bryang para pakar diam dulu,urus negara sekaramg bapak pranowobrkalau beliau bilang tidak takut tidak takut arti bapak pranowo atas percaya saja bryang para pakar diam dulu
wowo dan wakilnya pasangan yg ideal samaquot kosong g ada isinya,prabowo wakil pasang ideal samaquot kosong tidak isi
mbg ga pake dolar,mbak tidak pakai dolar
aki aki pala batu emang enak nya di bohongi yg penting abs biarin aja lebih stupido dr wapres nya ternyata ckmiris,aki aki kepala batu memang enak bohong penting habis biar saja lebih stupido wapres nyata ckmiris
beraninya gebrak meja doangdikira saya berani gebrak dolar eh malah loyo,berani gebrak meja doangdikira berani gebrak dolar malah loyo
beginilah salah pilih presidenresiko buat rakyat indonesia,begini salah pilih presidenresiko buat rakyat indonesia
memang orang desa tidak pakai dolar tp imbas dolar naik semua barang jadi pd naik pak prabowo gimana ini pak bapak jangan terlalu menyepelekan hal seperti ini akibatnya kepercayaan publik ke bapak jadi turun masyarakat sekarang hidup serba susah cari uang susah kerjaan susah cari makan susah yg jadi pejabat atau yg digaji pakai uang rakyat yg enak,memang desa tidak pakai dolar imbas dolar naik barang naik bapak prabowo bagaimana bapak bapak jangan terlalu sepele hal akibat percaya publik bapak turun masyarakat sekarang hidup serba susah cari uang susah kerja susah cari makan susah jabat gaji pakai uang rakyat enak
pak presiden liat ekonomi itu jgn hitam putih emang org desa gk pake dolar kalo belanja tapi mereka korban harga naik karena dolar naik mereka korban akhir dari kebijakan ekonomi pusat,bapak presiden lihat ekonomi jangan hitam putih memang desa tidak pakai dolar belanja korban harga naik dolar naik korban akhir bijak ekonomi pusat
ceo ompreng emang kosong mlompong,ceo ompreng memang kosong mlompong
pa presiden sudah kebingungan jadi ngomong nya lagi pusing harusnya nilai tukar di patok aja biar aman ga di mainkan bang sentral as,presiden bingung omong pusing harus nilai tukar patok saja biar aman tidak main abang sentral as
mmg desa mana yg pake dolar tunjukin,memang desa mana pakai dolar tunjuk
prabowo di ajarkan bodoh oleh menteri nya,prabowo ajar bodoh menteri
sekelas kepala negara lhobilang begitu malu ga kalian yang sudah memilih dia,kelas kepala negara lhobilang malu tidak kalian pilih
saya kira waktu debat pinter bgt jago bgtbratau mungkin hanya jagobraakh sudah lah,kira waktu debat pintar banget jago bgtbratau mungkin hanya jagobraakh
tapi sekarang punya pesawat tempur punya kpl selam punya drone,sekarang punya pesawat tempur punya kpl selam punya drone
kata katanya sempak sekali,kata kata sempak sekali
si goblok lagi menutupi kegagalan pemerintahan nya dan tetap si goblok mempertahankan program khusus para koruptor yaitu mbg dan kopdesnasib bangsa goblok di pimpin orang goblok,goblok tutup gagal perintah tetap goblok tahan program khusus para koruptor mbak kopdesnasib bangsa goblok pimpin goblok
presiden ketuaan jadi sdh pikun,presiden ketua pikun
goblok wo,goblok wo
jadi tentara aja dia gagal beberapa kali nyapres gagal sekali nya menang karena di bantu yaa gini hasilnya pengen kekuasaan doang tapi planga plongo ngalahin jokowi bedanya dia omonomon,tentara saja gagal beberapa kali nyapres gagal sekali menang bantu begini hasil pengin kuasa doang planga plongo kalah jokowi beda omonomon
pak prabowo jangan terlalu banyak pidato dan mengeluarkan statemen hanya tambah gaduh dan bikin rakyat tambah pusing,bapak prabowo jangan terlalu pidato keluar statemen hanya tambah gaduh rakyat tambah pusing
ya allah ko bisanya orang kayak gini di pilih,allah kok bisa kayak begini pilih
dia itu bukan bodoh atau pikun dia hanya ga peduli pokoknya periode ini jadi presiden periode depan joget joget lagi karna orang indonesia itu banyak yg tolol,bukan bodoh pikun hanya tidak peduli pokok periode presiden periode depan joget joget indonesia tolol
gini amat punya presiden otak kosong asbun g peka situasi cenderung menutup mata sama isue ekonomi kebijakan g ada yg berpihak kerakyat hanya untuk anggota partai dan segelintir antek saja g mikir apa gararupiah melemah bnyak barang jd naik bnyak usaha gulung tikar banyak phk semakin sempit lapangan kerja ditambah pajak semakin mencekik,begini amat punya presiden otak kosong asbun tidak peka situasi cenderung tutup mata sama isue ekonomi bijak tidak pihak rakyat hanya anggota partai gelintir antek saja tidak mikir gararupiah lemah barang naik usaha gulung tikar phk makin sempit lapang kerja tambah pajak makin cekik
dolar itu maenya orang kaya yang numpang hidup di ri hartanya di simpen di luar negri,dolar main kayak numpang hidup indonesia harta simpan luar negeri
pangan aman bukti nya telor aja over supply tapi harga ga pernah jauh dari rbkgtaunan lalu masih ngersain telor belasan ribu per kilo padahal,pangan aman bukti telor saja over supply harga tidak jauh rbkgtaunan lalu masih ngersain telor bas ribu per kilo
semakin tua semakin pikun,makin tua makin pikun
udah jago stand up comedy kompor gass,jago stand up comedy kompor gass
sukannya cuma omon,sukan cuma omon
namanya juga presiden pikunbrmau aja di begoin ama kacung nya,nama presiden pikunbrmau saja begoin sama kacung
mikir woooobrduit mu hanya dapat duiitt amerika,mikir woooobrduit hanya dapat duiitt amerika
emang di desa kurs rupiah ribu per dolaremang di desa harganya beda ama di kota,memang desa kurs rupiah ribu per dolaremang desa harga beda sama kota
sekelas presiden lohhhmemelukan kek anak tk,kelas presiden lohhhmemelukan kayak anak tak
bersama gibran perlu ditest iqnya jangan,sama gibran perlu ditest iqnya jangan
presiden trbodh yang pernah dimiliki konoha,presiden trbodh milik konoha
orang desa tidak pakai dollarbrtapiiibrsembako mu naiik woo,desa tidak pakai dollarbrtapiiibrsembako naiik woo
bapak ini pinter apa gimana ya masyarakat kecil kena juga kali dolar naik dia ga pilih dia miskin atau kaya bapak ini di bohongan sama bawahannya cek dulu baru ngomong ya jangan langsung ngomong siapa yang laporan ke bapak itu orang ga punya otak dan buta tuli,bapak pintar bagaimana masyarakat kecil kena kali dolar naik tidak pilih miskin kayak bapak bohong sama bawah cek dulu baru omong jangan langsung omong lapor bapak tidak punya otak buta tuli
mending gibran dia diem bae daripada ngomong bikin emosi rakyat janvok,mending gibran diam bae daripada omong emosi rakyat janvok
ferry sdh ditantang purbaya tentang keabsahan gelar akademik di prancis kok diem aja,ferry tantang purbaya tentang absah gelar akademik prancis kok diam saja
emang kenyataannya begitukan sy ga pernah tuh liat warga belanja di warung pake dolar gengsi amat mengakui,memang nyata begitu tidak tuh lihat warga belanja warung pakai dolar gengsi amat aku
otaknya dah koplak,otak kocak
aku kira pemimpin ini seperti squidward quotcukup pintarquot ternyata quotpatrickquot anjirr,kira pimpin squidward quotcukup pintarquot nyata quotpatrickquot anjir
bodoh wowo ini orang di belakangnya ntah itu penasehatpenjilat itu menjerumuskan si wowo biar wowo yg bodh lebih kelihatan dungu di mata masyarakat masyarakat muak trus wowo di lengserkan naiklah si anu smua itu skrenario orang di belakang wowo tapi wowo ini ngedablek bodoh gak mikir di belakang wowo ini udah siap manuver kasian kau ini wowo,bodoh prabowo belakang entah penasehatpenjilat jerumus prabowo biar prabowo bodh lebih lihat dungu mata masyarakat masyarakat muak terus prabowo lengser naik anu skrenario belakang prabowo prabowo ngedablek bodoh tidak mikir belakang prabowo siap manuver kasihan kau prabowo
itu yang dibelakang angguk pembisik tolool nya,belakang angguk bisik tolool
para mentrinya cuma carmuk dan penjilat ga ada niatan membangun negara presidenya bagi makan dan srmbako,para tri cuma carmuk jilat tidak niat bangun negara presidenya bagi makan srmbako
ga apa yang penting joget aja lah,tidak penting joget saja
otak seorang presiden,otak orang presiden
ga usah dengar ekonom abal abal ferry latuhinin ichsanudin nursy connie bakri,tidak dengar ekonom abal abal ferry latuhinin ichsanudin nursy connie bakri
bapak melek donk matanyaliat uang indonesia rupiah ato dollarbrbrmeski ga pake dollartp imbas anda ga bisa mimpinsegala krisis dollar naikmaka ekonomi dunia naik semua pakbrpak kena struk lama lama karena bapk hanya pandai bicara di podiuum,bapak melek matanyaliat uang indonesia rupiah dollarbrbrmeski tidak pakai dollartp imbas anda tidak mimpinsegala krisis dollar naikmaka ekonomi dunia naik pakbrpak kena struk lama lama bapk hanya pandai bicara podiuum
wkwkwk kakek tua nyari dosa,kakek tua cari dosa
koplak koplakanak kecil aja tau dolar naik garam lombok juga naik,kocak koplakanak kecil saja tau dolar naik garam lombok naik
presiden stress,presiden stres
ga paham saya pdhal kepala negara musti nya lebih paham bgt ketimbang kita yg ga ngerti apa,tidak paham kepala negara musti lebih paham banget ketimbang tidak erti
haiii antek antek asiiing,antek antek asiiing
ini cuma nasehat buat para mentri pejabat dan pembantu presiden janganlah bohongi dan beri info sesat kasihan dia dah tua tempramen nya gak stabil,cuma nasehat buat para tri jabat bantu presiden jangan bohong beri info sesat kasihan tua tempramen tidak stabil
gimana ini indonesia sudah mau hancur,bagaimana indonesia mau hancur
barti yg milih otak dan pikirannya modelannya begini,barti pilih otak pikir model begini
klo ga ngefek coba klo dollar tembus rbdi jamin mewek wowok lengser,tidak ngefek dollar tembus rbdi jamin mewek wowok lengser
iya mang betulboro boro pake dollark aja susah dimasyarakt,memang betulboro boro pakai dollark saja susah dimasyarakt
emang negara kalau mata uangnya kebanyakan brbikin otaknya gak mau mikir,memang negara mata uang banyak brbikin otak tidak mau mikir
orang antek yg berdiri di belakang wowo itu fungsi nya apa sih,antek diri belakang prabowo fungsi
hati pernyataan ini sangat berbahaya,hati nyata sangat bahaya
presiden paling bodoh dalam sejarah indonesia,presiden paling bodoh dalam sejarah indonesia
pak prabowo tau orang kota orang desa terkena dampak dari naiknya dolar pak prabowo bukan tidak mengerti itu beliau hanya sedang menyarankan agar kita semua berusaha tenang sabar jangan panik berlebihan sambil berusaha dan berharap terutama dg hadirnya kmp swasembada pangan energi dan usaha lainnya ekonomi dunia dan indonesia akan segera membaik,bapak prabowo tau kota desa kena dampak naik dolar bapak prabowo bukan tidak erti beliau hanya saran usaha tenang sabar jangan panik lebih sambil usaha harap utama hadir kmp swasembada pangan energi usaha lain ekonomi dunia indonesia segera baik
gak enak banget hidup kita inimalu iya greget iyacampur aduk lah ihhhh,tidak enak banget hidup inimalu greget iyacampur aduk ih
otak miring bodoh,otak miring bodoh
org yang tidak layak tapi merasa hebat ya gini jadinya,tidak layak rasa hebat begini jadi
saya d desa g tau dolarr mau d kritik mau d hjat tetap sya garda trdepn pndukung prabowo,desa tidak tau dolarr mau kritik mau hjat tetap garda trdepn pndukung prabowo
bukan dibohongi memang bodoh kali,bukan bohong memang bodoh kali
presiden sejak kecil hidup empuk nyamanjd males mikir rakyatnyayg penting menjabat presidenemang jogetin ajaini paling parah,presiden sejak kecil hidup empuk nyamanjd malas mikir rakyatnyayg penting jabat presidenemang joget ajaini paling parah
di pikiran nya yang penting mbg,pikir penting mbak
hidup babu jokowi,hidup babu jokowi
orang desa mental kuatkalau minyak mahal dengan bijak kita menggunakan bbm kalau tempe mahal jangan terlalu sering makan tempesekarang kan banyak pengusaha umkm di subsidi pakai kredit kur dengan bunga murah untuk penyeimbangnya,desa mental kuatkalau minyak mahal bijak guna bbm tempe mahal jangan terlalu sering makan tempesekarang usaha umkm subsidi pakai kredit kur bunga murah imbang
liat tu tangan pak prabowo ketika berbicaraitu menandakan kepanikan itu tandanya orang sedang bicara bohong,lihat tangan bapak prabowo ketika berbicaraitu tanda panik tanda bicara bohong
tong kosong nyaring bunyinya klentang klentong tong kosong ga ada isinya,tong kosong nyaring bunyi klentang klentong tong kosong tidak isi
klo ikut audisi suci bs mng ni,audisi suci mng
pernyataannyamenunjukkan kemampuannya,pernyataannyamenunjukkan mampu
pidato gk bermutu begitu masih ada orangnya yg masih tepuk tangan dan senyum gw heran kok menterinya gk ada yg berani bicara sama presidenya ya cari aman dan takut di pecat ya,pidato tidak mutu masih orang masih tepuk tangan senyum heran kok menteri tidak berani bicara sama presidenya cari aman takut pecat
itulah kalo suara gak diimbangi akal blunder semua asal ceplasceplos apa jangan buat program ini itu keluar begitu aja g ada pikir panjang jangka kedepannya bagaimanabrsekelas presiden koq begitu sama bawahannya,itu suara tidak imbang akal blunder asal ceplasceplos jangan buat program keluar saja tidak pikir panjang jangka depan bagaimanabrsekelas presiden kok sama bawah
presiden menghina banget org desase olah org desa begotega ya,presiden hina banget desase olah desa begotega
bebalnya kebangeten,bebal kebangeten
lebih pintar rakyat nya dr pd pejabat nya,lebih pintar rakyat jabat
malum dh lansiapikiranya plin plan,malum dah lansiapikiranya plin plan
mnrt sy rakyat menyesal pilih presidenpdip,mnrt rakyat sesal pilih presidenpdip
waduhsekelas pemimpin ko bahasanya begini bro wo logika orang awam hampir semua barang yg masuk ke indo iti dr luar ya allah gini amat kita punya pmimpin,waduhsekelas pimpin kok bahasa begini wo logika awam hampir barang masuk indonesia iti luar allah begini amat punya pmimpin
betul sekali,betul sekali
banyak bacot loe pak tua omongan loe yang katanya indonesia bulan ke depan bakal hancur kemane mendingan loe mikir mati deh ngurus cucu kalau ade daripada loe banyak bacot,bacot lo bapak tua omong lo kata indonesia bulan depan bakal hancur kemane mending lo mikir mati urus cucu adek daripada lo bacot
cepat aja diganti dilengserkan kalau ngomong gak pakai otakasal ceplas ceplos cocot nya,cepat saja ganti lengser omong tidak pakai otakasal ceplas ceplos cocot
sedih punya presiden kayak gini nggak ngerti bagaimana susahnya rakyat saat ini apalagi kalau dolar naik harga pasti ikut naik karna ada yg impor sedangkan hasil perkebunan nggak naik,sedih punya presiden kayak begini tidak erti bagaimana susah rakyat saat apalagi dolar naik harga pasti naik impor sedang hasil kebun tidak naik
mungkjn bicara pd orf bofoh kls bawah yg ngga ngerti,mungkjn bicara orf bofoh kls bawah tidak erti
hei pak prabowo jangan asal bunyi saja jangan percaya sama pembantu dan orangdekat andaorang desa jangankanpegang dolar rupiah saja makin susah,bapak prabowo jangan asal bunyi saja jangan percaya sama bantu orangdekat andaorang desa jangankanpegang dolar rupiah saja makin susah
astgfirulloladzim ampun semoga anak bangsa semoga kami dii jauh kan rezim zalim allohhu akbar,astgfirulloladzim ampun moga anak bangsa moga jauh rezim zalim allohhu akbar
maklum sudah pikun,maklum pikun
bener berati indonesia bubar,benar arti indonesia bubar
orang pikun dipilih ya hasil ny ya bginihidup persen,pikun pilih hasil bginihidup persen
presiden odgj,presiden odgj
as bawa mobil kepresidenan untuk kunjungan ln presiden malah bawa mimbar kemana untuk kampanye,as bawa mobil presiden kunjung ln presiden malah bawa mimbar mana kampanye
